arp.opcode,icmp.checksum,icmp.seq_le,http.content_length,http.response,tcp.checksum,tcp.connection.fin,tcp.connection.rst,tcp.connection.syn,tcp.flags,tcp.flags.ack,tcp.len,udp.port,udp.stream,udp.time_delta,dns.qry.qu,dns.retransmission,dns.retransmit_request,mqtt.conflags,mqtt.hdrflags,mqtt.len,mqtt.msgtype,mqtt.proto_len,mqtt.ver,http.request.uri.query_encoded,http.referer_encoded,http.request.version_encoded,Attack_label,Attack_type
0,0,0,0,0,0x17bb,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x62dd,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf9e4,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8651,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8616,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x84aa,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x66d4,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x81f2,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x18fa,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x81b7,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x18bf,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x804b,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1753,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x6275,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf97c,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x861b,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x85e0,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8474,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x669e,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x818a,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1892,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x814f,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1857,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7fe3,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x16eb,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x620d,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf914,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x85e5,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x85aa,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x843e,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x6668,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8122,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x182a,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x80e7,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x17ef,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7f7b,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1683,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x61a5,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf8ac,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x85af,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8574,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8408,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x6632,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x80ba,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x17c2,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x807f,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1787,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7f13,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x161b,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x613d,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf844,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8579,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x853e,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x83d2,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x65fc,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8052,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x175a,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8017,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x171f,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7eab,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x15b3,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x60d5,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf7dc,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8543,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8508,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x839c,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x65c6,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7fea,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x16f2,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7faf,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x16b7,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7e43,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x154b,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x606d,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf774,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x850d,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x84d2,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8366,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x6590,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7f82,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x168a,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7f47,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x164f,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7ddb,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x14e3,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x6005,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf70c,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x84d7,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x849c,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8330,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x655a,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7f1a,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1622,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7edf,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x15e7,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7d73,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x147b,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x5f9d,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf6a4,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x84a1,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8466,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x82fa,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x6524,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7eb2,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x15ba,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7e77,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x157f,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7d0b,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1413,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x5f35,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf63c,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x846b,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8430,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x82c4,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x64ee,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7e4a,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1552,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7e0f,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1517,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7ca3,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x13ab,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x5ecd,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf5d4,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8435,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x83fa,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x828e,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x64b8,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7de2,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x14ea,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7da7,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x14af,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7c3b,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1343,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x5e65,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf56c,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x83ff,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x83c4,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8258,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x6482,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7d7a,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1482,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7d3f,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1447,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7bd3,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x12db,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x5dfd,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf504,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x83c9,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x838e,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8222,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x644c,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7d12,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x141a,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7cd7,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x13df,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7b6b,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1273,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x5d95,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0xf49c,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8393,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x8358,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x81ec,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x6416,0,0,1,0x0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7caa,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x13b2,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x7c6f,0,0,0,0x0012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
0,0,0,0,0,0x1377,0,0,0,0x0010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DDoS_TCP
